featurename
WaveletsHHHFirstOrderSenergy
WaveletsHHHFirstOrderStotalEnergy
WaveletsHHHFirstOrderSmeanAbsDev
WaveletsHHHFirstOrderSmedianAbsDev
WaveletsHHHFirstOrderSP10
WaveletsHHHFirstOrderSP90
WaveletsHHHFirstOrderSrobustMeanAbsDev
WaveletsHHHFirstOrderSrobustMedianAbsDev
WaveletsHHHFirstOrderSinterQuartileRange
WaveletsHHHFirstOrderScoeffDispersion
WaveletsHHHFirstOrderScoeffVariation
WaveletsHHHshapeSmajorAxis
WaveletsHHHshapeSminorAxis
WaveletsHHHshapeSleastAxis
WaveletsHHHshapeSflatness
WaveletsHHHshapeSelongation
WaveletsHHHshapeSmax3dDiameter
WaveletsHHHshapeSmax2dDiameterAxialPlane
WaveletsHHHshapeSmax2dDiameterSagittalPlane
WaveletsHHHshapeSmax2dDiameterCoronalPlane
WaveletsHHHshapeSsurfArea
WaveletsHHHshapeSvolume
WaveletsHHHshapeSfilledVolume
WaveletsHHHshapeSCompactness1
WaveletsHHHshapeSCompactness2
WaveletsHHHshapeSspherDisprop
WaveletsHHHshapeSsphericity
WaveletsHHHshapeSsurfToVolRatio
WaveletsHHHglcmAvgSenergy
WaveletsHHHglcmAvgSjointEntropy
WaveletsHHHglcmAvgSjointMax
WaveletsHHHglcmAvgSjointAvg
WaveletsHHHglcmAvgSjointVar
WaveletsHHHglcmAvgScontrast
WaveletsHHHglcmAvgSinvDiffMom
WaveletsHHHglcmAvgSinvDiffMomNorm
WaveletsHHHglcmAvgSinvDiff
WaveletsHHHglcmAvgSinvDiffNorm
WaveletsHHHglcmAvgSinvVar
WaveletsHHHglcmAvgSdissimilarity
WaveletsHHHglcmAvgSdiffEntropy
WaveletsHHHglcmAvgSdiffVar
WaveletsHHHglcmAvgSdiffAvg
WaveletsHHHglcmAvgSsumAvg
WaveletsHHHglcmAvgSsumVar
WaveletsHHHglcmAvgSsumEntropy
WaveletsHHHglcmAvgScorr
WaveletsHHHglcmAvgSclustTendency
WaveletsHHHglcmAvgSclustShade
WaveletsHHHglcmAvgSclustPromin
WaveletsHHHglcmAvgSharalickCorr
WaveletsHHHglcmAvgSautoCorr
WaveletsHHHglcmAvgSfirstInfCorr
WaveletsHHHglcmAvgSsecondInfCorr
WaveletsHHHglcmMaxSenergy
WaveletsHHHglcmMaxSjointEntropy
WaveletsHHHglcmMaxSjointMax
WaveletsHHHglcmMaxSjointAvg
WaveletsHHHglcmMaxSjointVar
WaveletsHHHglcmMaxScontrast
WaveletsHHHglcmMaxSinvDiffMom
WaveletsHHHglcmMaxSinvDiffMomNorm
WaveletsHHHglcmMaxSinvDiff
WaveletsHHHglcmMaxSinvDiffNorm
WaveletsHHHglcmMaxSinvVar
WaveletsHHHglcmMaxSdissimilarity
WaveletsHHHglcmMaxSdiffEntropy
WaveletsHHHglcmMaxSdiffVar
WaveletsHHHglcmMaxSdiffAvg
WaveletsHHHglcmMaxSsumAvg
WaveletsHHHglcmMaxSsumVar
WaveletsHHHglcmMaxSsumEntropy
WaveletsHHHglcmMaxScorr
WaveletsHHHglcmMaxSclustTendency
WaveletsHHHglcmMaxSclustShade
WaveletsHHHglcmMaxSclustPromin
WaveletsHHHglcmMaxSharalickCorr
WaveletsHHHglcmMaxSautoCorr
WaveletsHHHglcmMaxSfirstInfCorr
WaveletsHHHglcmMaxSsecondInfCorr
WaveletsHHHglcmMinSenergy
WaveletsHHHglcmMinSjointEntropy
WaveletsHHHglcmMinSjointMax
WaveletsHHHglcmMinSjointAvg
WaveletsHHHglcmMinSjointVar
WaveletsHHHglcmMinScontrast
WaveletsHHHglcmMinSinvDiffMom
WaveletsHHHglcmMinSinvDiffMomNorm
WaveletsHHHglcmMinSinvDiff
WaveletsHHHglcmMinSinvDiffNorm
WaveletsHHHglcmMinSinvVar
WaveletsHHHglcmMinSdissimilarity
WaveletsHHHglcmMinSdiffEntropy
WaveletsHHHglcmMinSdiffVar
WaveletsHHHglcmMinSdiffAvg
WaveletsHHHglcmMinSsumAvg
WaveletsHHHglcmMinSsumVar
WaveletsHHHglcmMinSsumEntropy
WaveletsHHHglcmMinScorr
WaveletsHHHglcmMinSclustTendency
WaveletsHHHglcmMinSclustShade
WaveletsHHHglcmMinSclustPromin
WaveletsHHHglcmMinSharalickCorr
WaveletsHHHglcmMinSautoCorr
WaveletsHHHglcmMinSfirstInfCorr
WaveletsHHHglcmMinSsecondInfCorr
WaveletsHHHglcmStdSenergy
WaveletsHHHglcmStdSjointEntropy
WaveletsHHHglcmStdSjointMax
WaveletsHHHglcmStdSjointAvg
WaveletsHHHglcmStdSjointVar
WaveletsHHHglcmStdScontrast
WaveletsHHHglcmStdSinvDiffMom
WaveletsHHHglcmStdSinvDiffMomNorm
WaveletsHHHglcmStdSinvDiff
WaveletsHHHglcmStdSinvDiffNorm
WaveletsHHHglcmStdSinvVar
WaveletsHHHglcmStdSdissimilarity
WaveletsHHHglcmStdSdiffEntropy
WaveletsHHHglcmStdSdiffVar
WaveletsHHHglcmStdSdiffAvg
WaveletsHHHglcmStdSsumAvg
WaveletsHHHglcmStdSsumVar
WaveletsHHHglcmStdSsumEntropy
WaveletsHHHglcmStdScorr
WaveletsHHHglcmStdSclustTendency
WaveletsHHHglcmStdSclustShade
WaveletsHHHglcmStdSclustPromin
WaveletsHHHglcmStdSharalickCorr
WaveletsHHHglcmStdSautoCorr
WaveletsHHHglcmStdSfirstInfCorr
WaveletsHHHglcmStdSsecondInfCorr
WaveletsHHHglcmMadSenergy
WaveletsHHHglcmMadSjointEntropy
WaveletsHHHglcmMadSjointMax
WaveletsHHHglcmMadSjointAvg
WaveletsHHHglcmMadSjointVar
WaveletsHHHglcmMadScontrast
WaveletsHHHglcmMadSinvDiffMom
WaveletsHHHglcmMadSinvDiffMomNorm
WaveletsHHHglcmMadSinvDiff
WaveletsHHHglcmMadSinvDiffNorm
WaveletsHHHglcmMadSinvVar
WaveletsHHHglcmMadSdissimilarity
WaveletsHHHglcmMadSdiffEntropy
WaveletsHHHglcmMadSdiffVar
WaveletsHHHglcmMadSdiffAvg
WaveletsHHHglcmMadSsumAvg
WaveletsHHHglcmMadSsumVar
WaveletsHHHglcmMadSsumEntropy
WaveletsHHHglcmMadScorr
WaveletsHHHglcmMadSclustTendency
WaveletsHHHglcmMadSclustShade
WaveletsHHHglcmMadSclustPromin
WaveletsHHHglcmMadSharalickCorr
WaveletsHHHglcmMadSautoCorr
WaveletsHHHglcmMadSfirstInfCorr
WaveletsHHHglcmMadSsecondInfCorr
WaveletsHHHrlmAvgSgln
WaveletsHHHrlmAvgSglnNorm
WaveletsHHHrlmAvgSglv
WaveletsHHHrlmAvgShglre
WaveletsHHHrlmAvgSlglre
WaveletsHHHrlmAvgSlre
WaveletsHHHrlmAvgSlrhgle
WaveletsHHHrlmAvgSlrlgle
WaveletsHHHrlmAvgSre
WaveletsHHHrlmAvgSrln
WaveletsHHHrlmAvgSrlnNorm
WaveletsHHHrlmAvgSrlv
WaveletsHHHrlmAvgSrp
WaveletsHHHrlmAvgSsre
WaveletsHHHrlmAvgSsrhgle
WaveletsHHHrlmAvgSsrlgle
WaveletsHHHrlmMaxSgln
WaveletsHHHrlmMaxSglnNorm
WaveletsHHHrlmMaxSglv
WaveletsHHHrlmMaxShglre
WaveletsHHHrlmMaxSlglre
WaveletsHHHrlmMaxSlre
WaveletsHHHrlmMaxSlrhgle
WaveletsHHHrlmMaxSlrlgle
WaveletsHHHrlmMaxSre
WaveletsHHHrlmMaxSrln
WaveletsHHHrlmMaxSrlnNorm
WaveletsHHHrlmMaxSrlv
WaveletsHHHrlmMaxSrp
WaveletsHHHrlmMaxSsre
WaveletsHHHrlmMaxSsrhgle
WaveletsHHHrlmMaxSsrlgle
WaveletsHHHrlmMinSgln
WaveletsHHHrlmMinSglnNorm
WaveletsHHHrlmMinSglv
WaveletsHHHrlmMinShglre
WaveletsHHHrlmMinSlglre
WaveletsHHHrlmMinSlre
WaveletsHHHrlmMinSlrhgle
WaveletsHHHrlmMinSlrlgle
WaveletsHHHrlmMinSre
WaveletsHHHrlmMinSrln
WaveletsHHHrlmMinSrlnNorm
WaveletsHHHrlmMinSrlv
WaveletsHHHrlmMinSrp
WaveletsHHHrlmMinSsre
WaveletsHHHrlmMinSsrhgle
WaveletsHHHrlmMinSsrlgle
WaveletsHHHrlmStdSgln
WaveletsHHHrlmStdSglnNorm
WaveletsHHHrlmStdSglv
WaveletsHHHrlmStdShglre
WaveletsHHHrlmStdSlglre
WaveletsHHHrlmStdSlre
WaveletsHHHrlmStdSlrhgle
WaveletsHHHrlmStdSlrlgle
WaveletsHHHrlmStdSre
WaveletsHHHrlmStdSrln
WaveletsHHHrlmStdSrlnNorm
WaveletsHHHrlmStdSrlv
WaveletsHHHrlmStdSrp
WaveletsHHHrlmStdSsre
WaveletsHHHrlmStdSsrhgle
WaveletsHHHrlmStdSsrlgle
WaveletsHHHrlmMadSgln
WaveletsHHHrlmMadSglnNorm
WaveletsHHHrlmMadSglv
WaveletsHHHrlmMadShglre
WaveletsHHHrlmMadSlglre
WaveletsHHHrlmMadSlre
WaveletsHHHrlmMadSlrhgle
WaveletsHHHrlmMadSlrlgle
WaveletsHHHrlmMadSre
WaveletsHHHrlmMadSrln
WaveletsHHHrlmMadSrlnNorm
WaveletsHHHrlmMadSrlv
WaveletsHHHrlmMadSrp
WaveletsHHHrlmMadSsre
WaveletsHHHrlmMadSsrhgle
WaveletsHHHrlmMadSsrlgle
WaveletsHHHngtdmScoarseness
WaveletsHHHngtdmScontrast
WaveletsHHHngtdmSbusyness
WaveletsHHHngtdmScomplexity
WaveletsHHHngtdmSstrength
WaveletsHHHngldmSlde
WaveletsHHHngldmShde
WaveletsHHHngldmSlgce
WaveletsHHHngldmShgce
WaveletsHHHngldmSldlge
WaveletsHHHngldmSldhge
WaveletsHHHngldmShdlge
WaveletsHHHngldmShdhge
WaveletsHHHngldmSgln
WaveletsHHHngldmSglnNorm
WaveletsHHHngldmSdcn
WaveletsHHHngldmSdcnNorm
WaveletsHHHngldmSdcp
WaveletsHHHngldmSglv
WaveletsHHHngldmSdcv
WaveletsHHHngldmSentropy
WaveletsHHHngldmSenergy
WaveletsHHHszmSsae
WaveletsHHHszmSlae
WaveletsHHHszmSgln
WaveletsHHHszmSglnNorm
WaveletsHHHszmSszn
WaveletsHHHszmSsznNorm
WaveletsHHHszmSzp
WaveletsHHHszmSlglze
WaveletsHHHszmShglze
WaveletsHHHszmSsalgle
WaveletsHHHszmSsahgle
WaveletsHHHszmSlalgle
WaveletsHHHszmSlahgle
WaveletsHHHszmSglv
WaveletsHHHszmSszv
WaveletsHHHszmSze
WaveletsHHHivhSmeanHist
WaveletsHHHivhSmaxHist
WaveletsHHHivhSminHist
WaveletsHHHivhSI50
WaveletsHHHivhSrangeHist
WaveletsHHHivhSVx0
WaveletsHHHivhSVx10
WaveletsHHHivhSVx20
WaveletsHHHivhSVx50
WaveletsHHHivhSVx80
WaveletsHHHivhSVx90
WaveletsHHHivhSVx95
SobelFirstOrderSmin
SobelFirstOrderSmax
SobelFirstOrderSmean
SobelFirstOrderSrange
SobelFirstOrderSstd
SobelFirstOrderSvar
SobelFirstOrderSmedian
SobelFirstOrderSskewness
SobelFirstOrderSkurtosis
SobelFirstOrderSentropy
SobelFirstOrderSrms
SobelFirstOrderSenergy
SobelFirstOrderStotalEnergy
SobelFirstOrderSmeanAbsDev
SobelFirstOrderSmedianAbsDev
SobelFirstOrderSP10
SobelFirstOrderSP90
SobelFirstOrderSrobustMeanAbsDev
SobelFirstOrderSrobustMedianAbsDev
SobelFirstOrderSinterQuartileRange
SobelFirstOrderScoeffDispersion
SobelFirstOrderScoeffVariation
SobelshapeSmajorAxis
SobelshapeSminorAxis
SobelshapeSleastAxis
SobelshapeSflatness
SobelshapeSelongation
SobelshapeSmax3dDiameter
SobelshapeSmax2dDiameterAxialPlane
SobelshapeSmax2dDiameterSagittalPlane
SobelshapeSmax2dDiameterCoronalPlane
SobelshapeSsurfArea
SobelshapeSvolume
SobelshapeSfilledVolume
SobelshapeSCompactness1
SobelshapeSCompactness2
SobelshapeSspherDisprop
SobelshapeSsphericity
SobelshapeSsurfToVolRatio
SobelglcmAvgSenergy
SobelglcmAvgSjointEntropy
SobelglcmAvgSjointMax
SobelglcmAvgSjointAvg
SobelglcmAvgSjointVar
SobelglcmAvgScontrast
SobelglcmAvgSinvDiffMom
SobelglcmAvgSinvDiffMomNorm
SobelglcmAvgSinvDiff
SobelglcmAvgSinvDiffNorm
SobelglcmAvgSinvVar
SobelglcmAvgSdissimilarity
SobelglcmAvgSdiffEntropy
SobelglcmAvgSdiffVar
SobelglcmAvgSdiffAvg
SobelglcmAvgSsumAvg
SobelglcmAvgSsumVar
SobelglcmAvgSsumEntropy
SobelglcmAvgScorr
SobelglcmAvgSclustTendency
SobelglcmAvgSclustShade
SobelglcmAvgSclustPromin
SobelglcmAvgSharalickCorr
SobelglcmAvgSautoCorr
SobelglcmAvgSfirstInfCorr
SobelglcmAvgSsecondInfCorr
SobelglcmMaxSenergy
SobelglcmMaxSjointEntropy
SobelglcmMaxSjointMax
SobelglcmMaxSjointAvg
SobelglcmMaxSjointVar
SobelglcmMaxScontrast
SobelglcmMaxSinvDiffMom
SobelglcmMaxSinvDiffMomNorm
SobelglcmMaxSinvDiff
SobelglcmMaxSinvDiffNorm
SobelglcmMaxSinvVar
SobelglcmMaxSdissimilarity
SobelglcmMaxSdiffEntropy
SobelglcmMaxSdiffVar
SobelglcmMaxSdiffAvg
SobelglcmMaxSsumAvg
SobelglcmMaxSsumVar
SobelglcmMaxSsumEntropy
SobelglcmMaxScorr
SobelglcmMaxSclustTendency
SobelglcmMaxSclustShade
SobelglcmMaxSclustPromin
SobelglcmMaxSharalickCorr
SobelglcmMaxSautoCorr
SobelglcmMaxSfirstInfCorr
SobelglcmMaxSsecondInfCorr
SobelglcmMinSenergy
SobelglcmMinSjointEntropy
SobelglcmMinSjointMax
SobelglcmMinSjointAvg
SobelglcmMinSjointVar
SobelglcmMinScontrast
SobelglcmMinSinvDiffMom
SobelglcmMinSinvDiffMomNorm
SobelglcmMinSinvDiff
SobelglcmMinSinvDiffNorm
SobelglcmMinSinvVar
SobelglcmMinSdissimilarity
SobelglcmMinSdiffEntropy
SobelglcmMinSdiffVar
SobelglcmMinSdiffAvg
SobelglcmMinSsumAvg
SobelglcmMinSsumVar
SobelglcmMinSsumEntropy
SobelglcmMinScorr
SobelglcmMinSclustTendency
SobelglcmMinSclustShade
SobelglcmMinSclustPromin
SobelglcmMinSharalickCorr
SobelglcmMinSautoCorr
SobelglcmMinSfirstInfCorr
SobelglcmMinSsecondInfCorr
SobelglcmStdSenergy
SobelglcmStdSjointEntropy
SobelglcmStdSjointMax
SobelglcmStdSjointAvg
SobelglcmStdSjointVar
SobelglcmStdScontrast
SobelglcmStdSinvDiffMom
SobelglcmStdSinvDiffMomNorm
SobelglcmStdSinvDiff
SobelglcmStdSinvDiffNorm
SobelglcmStdSinvVar
SobelglcmStdSdissimilarity
SobelglcmStdSdiffEntropy
SobelglcmStdSdiffVar
SobelglcmStdSdiffAvg
SobelglcmStdSsumAvg
SobelglcmStdSsumVar
SobelglcmStdSsumEntropy
SobelglcmStdScorr
SobelglcmStdSclustTendency
SobelglcmStdSclustShade
SobelglcmStdSclustPromin
SobelglcmStdSharalickCorr
SobelglcmStdSautoCorr
SobelglcmStdSfirstInfCorr
SobelglcmStdSsecondInfCorr
SobelglcmMadSenergy
SobelglcmMadSjointEntropy
SobelglcmMadSjointMax
SobelglcmMadSjointAvg
SobelglcmMadSjointVar
SobelglcmMadScontrast
SobelglcmMadSinvDiffMom
SobelglcmMadSinvDiffMomNorm
SobelglcmMadSinvDiff
SobelglcmMadSinvDiffNorm
SobelglcmMadSinvVar
SobelglcmMadSdissimilarity
SobelglcmMadSdiffEntropy
SobelglcmMadSdiffVar
SobelglcmMadSdiffAvg
SobelglcmMadSsumAvg
SobelglcmMadSsumVar
SobelglcmMadSsumEntropy
SobelglcmMadScorr
SobelglcmMadSclustTendency
SobelglcmMadSclustShade
SobelglcmMadSclustPromin
SobelglcmMadSharalickCorr
SobelglcmMadSautoCorr
SobelglcmMadSfirstInfCorr
SobelglcmMadSsecondInfCorr
SobelrlmAvgSgln
SobelrlmAvgSglnNorm
SobelrlmAvgSglv
SobelrlmAvgShglre
SobelrlmAvgSlglre
SobelrlmAvgSlre
SobelrlmAvgSlrhgle
SobelrlmAvgSlrlgle
SobelrlmAvgSre
SobelrlmAvgSrln
SobelrlmAvgSrlnNorm
SobelrlmAvgSrlv
SobelrlmAvgSrp
SobelrlmAvgSsre
SobelrlmAvgSsrhgle
SobelrlmAvgSsrlgle
SobelrlmMaxSgln
SobelrlmMaxSglnNorm
SobelrlmMaxSglv
SobelrlmMaxShglre
SobelrlmMaxSlglre
SobelrlmMaxSlre
SobelrlmMaxSlrhgle
SobelrlmMaxSlrlgle
SobelrlmMaxSre
SobelrlmMaxSrln
SobelrlmMaxSrlnNorm
SobelrlmMaxSrlv
SobelrlmMaxSrp
SobelrlmMaxSsre
SobelrlmMaxSsrhgle
SobelrlmMaxSsrlgle
SobelrlmMinSgln
SobelrlmMinSglnNorm
SobelrlmMinSglv
SobelrlmMinShglre
SobelrlmMinSlglre
SobelrlmMinSlre
SobelrlmMinSlrhgle
SobelrlmMinSlrlgle
SobelrlmMinSre
SobelrlmMinSrln
SobelrlmMinSrlnNorm
SobelrlmMinSrlv
SobelrlmMinSrp
SobelrlmMinSsre
SobelrlmMinSsrhgle
SobelrlmMinSsrlgle
SobelrlmStdSgln
SobelrlmStdSglnNorm
SobelrlmStdSglv
SobelrlmStdShglre
SobelrlmStdSlglre
SobelrlmStdSlre
SobelrlmStdSlrhgle
SobelrlmStdSlrlgle
SobelrlmStdSre
SobelrlmStdSrln
SobelrlmStdSrlnNorm
SobelrlmStdSrlv
SobelrlmStdSrp
SobelrlmStdSsre
SobelrlmStdSsrhgle
SobelrlmStdSsrlgle
SobelrlmMadSgln
SobelrlmMadSglnNorm
SobelrlmMadSglv
SobelrlmMadShglre
SobelrlmMadSlglre
SobelrlmMadSlre
SobelrlmMadSlrhgle
SobelrlmMadSlrlgle
